Time (Seconds),,X1,Y1,Z1,X2,Y2,Z2
147.23,144.19,3.994406,1.737956,6.434027,3.989269,1.743551,6.445171
147.24,144.2,4.009871,1.733564,6.407471,4.009112,1.741104,6.42332
147.25,144.21,4.027843,1.732229,6.38115,4.024225,1.737742,6.395336
147.26,144.22,4.042696,1.731496,6.354071,4.038494,1.735537,6.365952
147.27,144.23,4.057166,1.729715,6.325568,4.053638,1.7346,6.337446
147.28,144.24,4.072103,1.726832,6.296711,4.068397,1.732086,6.308343
147.29,144.25,4.087721,1.722098,6.2673,4.084225,1.728009,6.278802
147.3,144.26,4.097632,1.723149,6.249661,4.097817,1.722962,6.249457
147.31,144.27,4.115539,1.712794,6.208645,4.110684,1.717776,6.220333
147.32,144.28,4.123495,1.714131,6.190477,4.125062,1.71342,6.191234
147.33,144.29,4.143764,1.705658,6.150162,4.139091,1.710715,6.162134
147.34,144.3,4.155705,1.703862,6.120549,4.151622,1.7089,6.132898
147.35,144.31,4.167314,1.702762,6.090631,4.163031,1.707832,6.102816
147.36,144.32,4.179038,1.700915,6.059754,4.17582,1.706026,6.071865
147.37,144.33,4.191671,1.697496,6.028568,4.188205,1.702453,6.040922
147.38,144.34,4.203982,1.692301,5.996916,4.200472,1.697726,6.009105
147.39,144.35,4.210706,1.686768,5.963424,4.213089,1.693184,5.977307
147.4,144.36,4.224067,1.68905,5.948322,4.224715,1.687854,5.945633
147.41,144.37,4.243687,1.676835,5.903186,4.235028,1.683298,5.914369
147.42,144.38,4.247636,1.675045,5.87082,4.245018,1.680302,5.88339
147.43,144.39,4.256104,1.673889,5.839579,4.253478,1.678365,5.852524
147.44,144.4,4.26451,1.67158,5.806914,4.261668,1.676402,5.819693
147.45,144.41,4.272813,1.667534,5.773155,4.270318,1.673303,5.785263
147.46,144.42,4.282585,1.662193,5.739491,4.279583,1.668411,5.751463
147.47,144.43,4.291362,1.656297,5.705948,4.286282,1.662513,5.718009
147.48,144.44,4.294078,1.650454,5.671403,4.292114,1.657128,5.685213
147.49,144.45,4.30466,1.645864,5.63948,4.301779,1.651732,5.651837
147.5,144.46,4.308524,1.642785,5.606139,4.309109,1.647902,5.619218
147.51,144.47,4.312844,1.640848,5.57234,4.310271,1.64544,5.584972
147.52,144.48,4.319247,1.63826,5.538053,4.316131,1.643219,5.551095
147.53,144.49,4.322382,1.634512,5.502574,4.319838,1.64043,5.515054
147.54,144.5,4.324782,1.628622,5.467215,4.323244,1.635794,5.479064
147.55,144.51,4.327774,1.621945,5.431773,4.326644,1.629114,5.443644
147.56,144.52,4.328691,1.615492,5.396351,4.329151,1.622253,5.408815
147.57,144.53,4.331651,1.610502,5.361866,4.331194,1.616618,5.374407
147.58,144.54,4.332719,1.606641,5.326673,4.333732,1.612,5.339365
147.59,144.55,4.33288,1.603526,5.291272,4.333648,1.608902,5.303986
147.6,144.56,4.331227,1.601411,5.255321,4.330616,1.606423,5.268381
147.61,144.57,4.329447,1.598197,5.218477,4.329164,1.603858,5.231279
147.62,144.58,4.32708,1.593156,5.181169,4.327127,1.599697,5.193591
147.63,144.59,4.324687,1.586369,5.144094,4.325176,1.592998,5.156385
147.64,144.6,4.32108,1.579092,5.106961,4.322935,1.585181,5.119739
147.65,144.61,4.319816,1.571696,5.070182,4.321013,1.577752,5.082613
147.66,144.62,4.316622,1.564611,5.033345,4.315613,1.570861,5.045699
147.67,144.63,4.313485,1.559188,4.996399,4.313316,1.565303,5.00925
147.68,144.64,4.30773,1.55587,4.959824,4.30932,1.561199,4.972677
147.69,144.65,4.302647,1.552749,4.922927,4.302835,1.557678,4.936222
147.7,144.66,4.295563,1.54963,4.885095,4.296569,1.554726,4.898089
147.71,144.67,4.288984,1.544907,4.846426,4.291146,1.550661,4.858883
147.72,144.68,4.282321,1.538565,4.808143,4.285252,1.544114,4.8205
147.73,144.69,4.275741,1.530592,4.769503,4.278666,1.536164,4.7822
147.74,144.7,4.266722,1.521411,4.731091,4.271294,1.528164,4.743284
147.75,144.71,4.260947,1.513451,4.693075,4.263971,1.520086,4.705087
147.76,144.72,4.25304,1.50742,4.655115,4.254337,1.513632,4.667473
147.77,144.73,4.244261,1.502808,4.617319,4.246079,1.508583,4.62999
147.78,144.74,4.236162,1.499481,4.579309,4.237198,1.504667,4.592461
147.79,144.75,4.225343,1.497455,4.540805,4.228454,1.501938,4.553781
147.8,144.76,4.215257,1.492841,4.500342,4.218518,1.498351,4.513203
147.81,144.77,4.204754,1.485831,4.460233,4.206398,1.492584,4.472629
147.82,144.78,4.193756,1.478416,4.420409,4.195681,1.48521,4.432792
147.83,144.79,4.183817,1.469968,4.381382,4.185798,1.476777,4.393244
147.84,144.8,4.172551,1.462469,4.341397,4.175431,1.469688,4.353335
147.85,144.81,4.161187,1.455779,4.30194,4.162585,1.462462,4.314669
147.86,144.82,4.149389,1.450359,4.263762,4.151278,1.45621,4.276128
147.87,144.83,4.138021,1.445655,4.225147,4.141026,1.451136,4.237709
147.88,144.84,4.123173,1.442962,4.184948,4.131197,1.446896,4.19912
147.89,144.85,4.109406,1.439742,4.145351,4.120222,1.443435,4.158341
147.9,144.86,4.095073,1.435484,4.103546,4.098652,1.441468,4.115963
147.91,144.87,4.080173,1.429505,4.062787,4.084452,1.436305,4.074521
147.92,144.88,4.065706,1.422732,4.022022,4.069895,1.428924,4.033638
147.93,144.89,4.051377,1.413263,3.98164,4.055528,1.420808,3.992739
147.94,144.9,4.036346,1.405352,3.941182,4.041998,1.412871,3.952605
147.95,144.91,4.022763,1.398934,3.902159,4.027719,1.404649,3.913737
147.96,144.92,4.006314,1.393317,3.861521,4.011438,1.398588,3.873136
147.97,144.93,3.991023,1.388558,3.820995,3.996144,1.393813,3.832987
147.98,144.94,3.975187,1.385379,3.780074,3.980169,1.390553,3.791832
147.99,144.95,3.959033,1.383295,3.737816,3.963605,1.388534,3.750265
148,144.96,3.942171,1.380722,3.695905,3.947251,1.386337,3.707474
148.01,144.97,3.924889,1.375405,3.654086,3.930517,1.381235,3.665154
148.02,144.98,3.90739,1.368899,3.6126,3.912795,1.374672,3.623029
148.03,144.99,3.891172,1.359445,3.570155,3.894938,1.366864,3.58093
148.04,145,3.873922,1.351636,3.52822,3.878474,1.359312,3.539131
148.05,145.01,3.856675,1.34455,3.486532,3.861082,1.351704,3.497588
148.06,145.02,3.839273,1.339268,3.444407,3.843514,1.345793,3.455936
148.07,145.03,3.821316,1.335098,3.403547,3.826295,1.340655,3.41434
148.08,145.04,3.80275,1.332503,3.362987,3.807921,1.336966,3.374151
148.09,145.05,3.784362,1.331069,3.321928,3.7896,1.335002,3.334344
148.1,145.06,3.765677,1.330665,3.280094,3.770509,1.334671,3.292008
148.11,145.07,3.747265,1.32966,3.23665,3.751855,1.334422,3.248979
